customer_id,gender,senior_citizen,partner,dependents,tenure_months,contract_type,paperless_billing,payment_method,internet_service,online_security,tech_support,customer_service_calls,monthly_charges,total_charges,churn
CUST_0813,Male,0,Yes,Yes,27,One-Year,Yes,Electronic Check,DSL,No,Yes,0,53.89,1405.77,0
CUST_0814,Male,0,Yes,No,13,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,3,53.34,723.45,1
CUST_0815,Male,0,No,No,10,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,1,80.19,787.26,0
CUST_0816,Female,0,Yes,No,7,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,Yes,3,93.08,667.31,1
CUST_0817,Female,0,Yes,No,42,Two-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,2,80.67,3317.18,0
CUST_0818,Male,0,Yes,No,72,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,Yes,2,80.29,5595.07,0
CUST_0819,Female,0,No,No,51,Two-Year,Yes,Electronic Check,DSL,No,Yes,1,60.61,3184.59,1
CUST_0820,Male,0,No,No,69,Month-to-Month,Yes,Electronic Check,DSL,Yes,No,3,63.01,4154.47,0
CUST_0821,Male,0,Yes,Yes,62,Two-Year,Yes,Bank Transfer (automatic),DSL,Yes,Yes,1,68.48,4174.42,0
CUST_0822,Female,0,Yes,No,71,Two-Year,No,Electronic Check,DSL,No,No,3,47.37,3457.47,0
CUST_0823,Male,1,Yes,No,8,One-Year,Yes,Mailed Check,Fiber Optic,No,No,0,67.06,537.13,1
CUST_0824,Female,0,No,Yes,2,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,3,69.62,141.88,1
CUST_0825,Male,0,Yes,No,10,Month-to-Month,No,Mailed Check,Fiber Optic,No,No,1,71.85,687.38,0
CUST_0826,Female,0,No,No,59,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,2,78.64,4755.67,0
CUST_0827,Female,0,No,No,30,Month-to-Month,No,Credit Card (automatic),No,No internet service,No internet service,1,23.0,667.36,0
CUST_0828,Male,0,No,Yes,9,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,0,79.09,733.78,1
CUST_0829,Female,0,Yes,No,40,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,Yes,1,98.09,3948.78,1
CUST_0830,Female,0,No,No,41,Two-Year,Yes,Electronic Check,DSL,No,Yes,2,60.4,2535.63,0
CUST_0831,Male,0,No,No,41,Two-Year,No,Credit Card (automatic),DSL,Yes,Yes,4,73.46,2925.37,0
CUST_0832,Male,0,Yes,Yes,38,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,0,24.1,906.22,0
CUST_0833,Female,0,Yes,No,43,One-Year,Yes,Electronic Check,Fiber Optic,Yes,Yes,1,101.73,4506.53,0
CUST_0834,Male,0,Yes,Yes,64,Two-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,No,0,72.03,4799.3,0
CUST_0835,Male,0,Yes,No,45,One-Year,Yes,Electronic Check,Fiber Optic,No,No,0,64.21,2810.44,0
CUST_0836,Male,0,Yes,Yes,67,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,Yes,2,82.52,5691.05,0
CUST_0837,Male,0,No,No,6,Month-to-Month,No,Electronic Check,DSL,No,No,2,43.17,248.88,0
CUST_0838,Female,0,Yes,No,70,Month-to-Month,No,Electronic Check,No,No internet service,No internet service,2,18.5,1285.38,0
CUST_0839,Male,0,No,No,9,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,No,1,62.12,583.61,0
CUST_0840,Male,0,Yes,Yes,2,Two-Year,No,Electronic Check,Fiber Optic,Yes,Yes,0,92.78,193.82,0
CUST_0841,Male,0,No,No,13,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,2,76.04,968.42,1
CUST_0842,Male,0,Yes,No,37,One-Year,Yes,Credit Card (automatic),No,No internet service,No internet service,0,18.5,663.48,0
CUST_0843,Female,0,No,Yes,38,One-Year,Yes,Credit Card (automatic),DSL,No,No,1,54.06,1982.27,0
CUST_0844,Male,0,Yes,Yes,3,One-Year,Yes,Bank Transfer (automatic),No,No internet service,No internet service,1,25.47,76.26,1
CUST_0845,Female,0,Yes,No,50,Two-Year,Yes,Credit Card (automatic),DSL,No,No,1,47.92,2298.26,0
CUST_0846,Male,0,No,No,6,Month-to-Month,Yes,Mailed Check,No,No internet service,No internet service,1,22.52,133.19,0
CUST_0847,Male,0,Yes,Yes,67,Two-Year,No,Electronic Check,No,No internet service,No internet service,3,18.5,1179.63,0
CUST_0848,Female,1,No,No,64,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,No,0,78.09,4877.51,0
CUST_0849,Male,0,No,No,50,Month-to-Month,Yes,Electronic Check,DSL,No,No,2,47.23,2456.03,0
CUST_0850,Female,0,Yes,No,72,Two-Year,Yes,Electronic Check,DSL,No,No,2,51.35,3677.6,0
CUST_0851,Female,0,No,No,47,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,Yes,2,77.93,3506.59,0
CUST_0852,Male,0,No,No,3,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,Yes,1,81.61,248.43,0
CUST_0853,Male,0,Yes,Yes,19,One-Year,Yes,Mailed Check,Fiber Optic,No,No,3,70.94,1409.27,0
CUST_0854,Female,0,No,No,40,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,2,80.07,3191.08,1
CUST_0855,Male,0,No,No,39,One-Year,No,Mailed Check,Fiber Optic,Yes,No,4,81.3,3210.11,0
CUST_0856,Male,0,Yes,Yes,7,Month-to-Month,Yes,Bank Transfer (automatic),DSL,Yes,Yes,0,64.89,473.28,0
CUST_0857,Male,0,Yes,No,2,Month-to-Month,Yes,Mailed Check,No,No internet service,No internet service,2,21.24,42.14,0
CUST_0858,Male,0,No,No,44,Month-to-Month,No,Mailed Check,DSL,Yes,Yes,2,69.69,3116.83,0
CUST_0859,Female,0,Yes,Yes,64,Month-to-Month,No,Credit Card (automatic),Fiber Optic,Yes,No,1,84.47,5374.02,0
CUST_0860,Male,0,Yes,No,3,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,Yes,Yes,0,93.18,292.46,0
CUST_0861,Male,0,Yes,No,51,Two-Year,Yes,Mailed Check,Fiber Optic,No,No,0,72.85,3716.76,0
CUST_0862,Female,0,No,No,6,Month-to-Month,No,Bank Transfer (automatic),DSL,No,Yes,3,58.35,363.6,1
CUST_0863,Male,0,Yes,Yes,68,One-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,0,24.94,1697.14,0
CUST_0864,Male,1,Yes,Yes,65,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,80.94,5349.69,0
CUST_0865,Female,0,No,No,44,Two-Year,Yes,Electronic Check,DSL,No,No,1,48.77,2121.45,0
CUST_0866,Male,0,Yes,No,50,One-Year,Yes,Bank Transfer (automatic),DSL,No,Yes,1,56.1,2922.12,0
CUST_0867,Female,0,No,No,43,Two-Year,No,Mailed Check,Fiber Optic,Yes,No,1,84.57,3689.95,0
CUST_0868,Female,0,No,No,15,One-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,87.31,1246.78,0
CUST_0869,Male,0,No,No,60,Two-Year,Yes,Electronic Check,DSL,Yes,No,2,61.7,3522.69,0
CUST_0870,Female,1,No,Yes,57,Month-to-Month,No,Electronic Check,DSL,No,No,0,44.18,2562.63,0
CUST_0871,Male,0,Yes,No,10,Two-Year,Yes,Credit Card (automatic),Fiber Optic,Yes,No,1,79.9,768.18,0
CUST_0872,Male,0,No,No,54,One-Year,Yes,Electronic Check,Fiber Optic,Yes,No,1,85.88,4737.77,1
CUST_0873,Female,0,Yes,Yes,65,Two-Year,Yes,Electronic Check,DSL,Yes,No,2,55.19,3523.5,0
CUST_0874,Female,0,Yes,No,68,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,Yes,5,97.96,6687.21,0
CUST_0875,Male,0,Yes,No,36,One-Year,Yes,Bank Transfer (automatic),DSL,No,No,2,40.22,1400.78,0
CUST_0876,Female,1,Yes,No,63,Two-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,No,4,83.9,5151.56,0
CUST_0877,Female,0,No,No,14,One-Year,No,Mailed Check,Fiber Optic,No,No,0,68.53,953.37,0
CUST_0878,Female,0,Yes,Yes,63,Two-Year,Yes,Mailed Check,Fiber Optic,No,Yes,2,75.34,4824.96,0
CUST_0879,Female,0,No,No,56,One-Year,No,Credit Card (automatic),No,No internet service,No internet service,0,18.5,1000.33,0
CUST_0880,Male,0,No,No,67,Two-Year,No,Electronic Check,DSL,No,No,0,43.45,2847.48,0
CUST_0881,Male,1,No,No,66,Two-Year,Yes,Mailed Check,No,No internet service,No internet service,1,27.7,1774.63,0
CUST_0882,Female,0,Yes,Yes,3,Month-to-Month,No,Credit Card (automatic),Fiber Optic,No,No,0,58.02,180.37,1
CUST_0883,Male,0,No,Yes,29,One-Year,No,Electronic Check,DSL,No,Yes,1,55.67,1638.32,0
CUST_0884,Female,0,Yes,No,5,One-Year,Yes,Electronic Check,No,No internet service,No internet service,0,18.6,92.71,0
CUST_0885,Male,0,Yes,Yes,64,Two-Year,No,Electronic Check,Fiber Optic,No,No,2,66.12,4420.81,0
CUST_0886,Male,1,No,No,2,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,1,18.5,37.87,1
CUST_0887,Male,0,Yes,Yes,19,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,1,19.41,384.73,0
CUST_0888,Female,0,Yes,No,57,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,2,18.5,1064.79,0
CUST_0889,Male,0,No,Yes,64,Two-Year,No,Electronic Check,No,No internet service,No internet service,2,21.43,1321.88,0
CUST_0890,Female,0,Yes,No,58,Two-Year,Yes,Mailed Check,DSL,Yes,No,2,63.33,3737.58,0
CUST_0891,Male,0,No,No,2,One-Year,No,Electronic Check,No,No internet service,No internet service,1,19.8,38.42,0
CUST_0892,Male,0,Yes,Yes,20,One-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,Yes,5,91.25,1796.89,0
CUST_0893,Male,0,Yes,No,71,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,Yes,0,68.56,4872.44,0
CUST_0894,Female,0,Yes,Yes,6,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,68.61,397.56,0
CUST_0895,Male,0,Yes,No,55,One-Year,Yes,Credit Card (automatic),DSL,Yes,No,0,61.39,3214.64,0
CUST_0896,Male,0,Yes,No,66,Two-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,0,55.14,3576.31,0
CUST_0897,Male,0,No,No,71,One-Year,No,Bank Transfer (automatic),DSL,Yes,No,1,58.95,4321.19,0
CUST_0898,Male,0,No,No,19,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,0,21.16,382.56,1
CUST_0899,Female,0,No,No,10,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,No,2,70.43,676.79,0
CUST_0900,Female,0,Yes,Yes,3,Month-to-Month,Yes,Credit Card (automatic),DSL,No,No,0,40.46,125.1,0
CUST_0901,Male,0,No,No,23,Two-Year,No,Electronic Check,Fiber Optic,Yes,No,1,79.54,1793.9,1
CUST_0902,Female,0,No,No,30,Two-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,No,1,69.24,2168.23,0
CUST_0903,Female,0,No,No,8,Month-to-Month,No,Bank Transfer (automatic),DSL,No,No,1,40.24,318.06,0
CUST_0904,Male,0,Yes,Yes,68,One-Year,No,Electronic Check,DSL,No,Yes,1,53.08,3716.53,0
CUST_0905,Female,0,No,No,71,One-Year,No,Mailed Check,Fiber Optic,No,No,1,68.08,4717.09,0
CUST_0906,Female,0,No,No,21,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,0,71.37,1433.1,0
CUST_0907,Male,0,Yes,Yes,50,Two-Year,Yes,Electronic Check,Fiber Optic,No,No,0,75.63,3925.78,0
CUST_0908,Male,0,No,No,28,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,1,58.07,1695.44,0
CUST_0909,Female,0,Yes,No,69,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,Yes,3,57.51,4050.77,0
CUST_0910,Female,1,No,No,58,One-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,No,3,82.28,4901.12,0
CUST_0911,Male,0,No,No,23,Month-to-Month,Yes,Credit Card (automatic),DSL,No,No,4,43.64,954.25,0
CUST_0912,Male,0,No,No,32,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,No,5,69.62,2284.39,1
CUST_0913,Male,0,Yes,Yes,45,One-Year,Yes,Electronic Check,DSL,Yes,Yes,0,71.25,3197.34,0
CUST_0914,Female,0,Yes,Yes,10,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,0,73.78,734.32,1
CUST_0915,Female,0,No,No,30,Month-to-Month,Yes,Credit Card (automatic),No,No internet service,No internet service,2,18.5,557.22,0
CUST_0916,Female,0,Yes,No,69,One-Year,Yes,Mailed Check,Fiber Optic,No,Yes,1,84.89,5723.4,0
CUST_0917,Male,0,Yes,Yes,38,Two-Year,No,Bank Transfer (automatic),DSL,No,No,2,43.82,1697.85,0
CUST_0918,Female,0,No,No,21,Two-Year,Yes,Electronic Check,DSL,Yes,Yes,2,70.98,1460.11,0
CUST_0919,Female,0,No,No,48,One-Year,No,Mailed Check,Fiber Optic,No,Yes,2,83.44,4028.59,0
CUST_0920,Male,0,Yes,Yes,4,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,1,81.47,314.05,1
CUST_0921,Male,0,Yes,No,28,Two-Year,Yes,Electronic Check,Fiber Optic,Yes,Yes,3,96.1,2737.91,0
CUST_0922,Female,0,Yes,No,26,Month-to-Month,No,Credit Card (automatic),DSL,Yes,Yes,0,70.14,1767.04,0
CUST_0923,Female,0,No,Yes,16,Month-to-Month,No,Mailed Check,Fiber Optic,No,No,0,69.85,1080.77,0
CUST_0924,Male,0,No,No,4,Month-to-Month,Yes,Electronic Check,DSL,Yes,Yes,0,68.56,261.19,1
CUST_0925,Female,0,No,Yes,59,One-Year,No,Credit Card (automatic),DSL,Yes,Yes,0,65.05,3692.79,0
CUST_0926,Male,0,No,No,69,Two-Year,Yes,Mailed Check,Fiber Optic,No,Yes,1,82.06,5510.72,0
CUST_0927,Female,0,No,No,7,Month-to-Month,No,Electronic Check,Fiber Optic,No,No,3,62.04,422.22,0
CUST_0928,Female,0,No,No,43,Two-Year,No,Credit Card (automatic),No,No internet service,No internet service,1,21.15,893.78,0
CUST_0929,Female,0,Yes,No,30,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,Yes,1,97.0,2780.34,0
CUST_0930,Female,0,No,Yes,2,One-Year,No,Credit Card (automatic),Fiber Optic,No,No,1,64.21,134.01,1
CUST_0931,Female,0,Yes,No,64,Two-Year,Yes,Credit Card (automatic),DSL,No,No,4,43.89,2701.99,0
CUST_0932,Male,1,No,No,62,Two-Year,No,Electronic Check,Fiber Optic,No,No,2,75.68,4786.92,0
CUST_0933,Female,0,No,No,2,Month-to-Month,No,Mailed Check,DSL,No,No,1,53.73,107.84,1
CUST_0934,Male,0,Yes,No,42,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,0,81.61,3445.71,0
CUST_0935,Male,0,No,No,41,Two-Year,Yes,Mailed Check,No,No internet service,No internet service,1,20.25,797.5,0
CUST_0936,Male,0,Yes,Yes,1,Month-to-Month,No,Bank Transfer (automatic),Fiber Optic,Yes,Yes,2,93.71,91.3,1
CUST_0937,Male,0,No,No,24,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,2,20.6,508.24,0
CUST_0938,Female,0,Yes,Yes,2,Month-to-Month,No,Electronic Check,Fiber Optic,Yes,Yes,2,98.94,197.16,1
CUST_0939,Male,0,No,No,66,One-Year,Yes,Mailed Check,Fiber Optic,No,No,2,70.01,4600.82,0
CUST_0940,Female,0,Yes,No,7,One-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,3,18.5,130.09,0
CUST_0941,Female,0,Yes,Yes,1,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,Yes,No,0,83.03,82.48,0
CUST_0942,Male,0,Yes,No,62,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,No,2,68.46,4374.46,1
CUST_0943,Female,0,Yes,No,32,Month-to-Month,No,Bank Transfer (automatic),Fiber Optic,Yes,No,2,77.52,2542.33,0
CUST_0944,Male,0,Yes,No,56,Two-Year,No,Credit Card (automatic),No,No internet service,No internet service,1,18.5,1017.04,0
CUST_0945,Male,1,No,Yes,35,One-Year,Yes,Electronic Check,Fiber Optic,No,No,2,69.56,2510.58,0
CUST_0946,Female,0,Yes,No,46,Two-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,1,59.51,2742.55,0
CUST_0947,Male,0,Yes,No,30,Two-Year,No,Mailed Check,DSL,Yes,Yes,2,71.28,2165.72,0
CUST_0948,Male,0,Yes,No,43,Month-to-Month,No,Credit Card (automatic),Fiber Optic,No,No,2,74.82,3335.07,0
CUST_0949,Female,0,No,No,26,One-Year,No,Mailed Check,Fiber Optic,No,Yes,0,78.97,2048.29,1
CUST_0950,Female,0,No,No,5,Month-to-Month,No,Credit Card (automatic),No,No internet service,No internet service,0,18.52,94.97,0
CUST_0951,Male,0,No,No,37,Two-Year,Yes,Credit Card (automatic),DSL,No,Yes,2,59.54,2231.2,0
CUST_0952,Female,0,No,No,49,One-Year,No,Bank Transfer (automatic),DSL,Yes,No,1,59.88,2912.63,0
CUST_0953,Female,0,Yes,No,9,Month-to-Month,No,Mailed Check,Fiber Optic,No,No,1,67.92,628.95,0
CUST_0954,Female,0,Yes,Yes,60,Month-to-Month,Yes,Mailed Check,Fiber Optic,Yes,Yes,1,91.25,5258.82,0
CUST_0955,Male,0,Yes,No,60,Month-to-Month,Yes,Bank Transfer (automatic),DSL,No,No,1,46.88,2835.65,0
CUST_0956,Female,0,No,No,52,One-Year,Yes,Electronic Check,DSL,Yes,No,2,60.52,3004.29,0
CUST_0957,Female,0,No,No,60,Month-to-Month,No,Credit Card (automatic),DSL,Yes,No,1,56.05,3247.37,0
CUST_0958,Female,0,No,No,62,One-Year,No,Credit Card (automatic),Fiber Optic,No,No,0,71.84,4498.12,0
CUST_0959,Female,0,Yes,No,34,Month-to-Month,No,Credit Card (automatic),No,No internet service,No internet service,0,20.01,667.25,0
CUST_0960,Male,0,Yes,Yes,14,One-Year,Yes,Mailed Check,Fiber Optic,No,No,1,67.39,921.05,0
CUST_0961,Male,0,Yes,No,61,Two-Year,No,Electronic Check,Fiber Optic,No,Yes,1,84.94,5417.53,0
CUST_0962,Male,0,No,No,69,One-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,0,19.09,1299.55,0
CUST_0963,Male,0,Yes,No,41,One-Year,Yes,Mailed Check,DSL,No,No,2,38.94,1606.88,0
CUST_0964,Female,0,No,Yes,34,Two-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,2,79.37,2707.82,0
CUST_0965,Male,0,Yes,No,52,One-Year,No,Credit Card (automatic),DSL,No,Yes,2,48.0,2386.68,0
CUST_0966,Female,0,No,No,39,Two-Year,No,Electronic Check,DSL,No,Yes,3,67.82,2691.08,0
CUST_0967,Female,0,No,No,51,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,Yes,Yes,2,99.2,5065.73,0
CUST_0968,Male,1,No,No,69,Two-Year,Yes,Bank Transfer (automatic),DSL,No,No,2,39.72,2708.18,0
CUST_0969,Male,0,No,No,9,Month-to-Month,Yes,Bank Transfer (automatic),Fiber Optic,No,No,4,67.64,582.34,1
CUST_0970,Female,0,No,No,63,Month-to-Month,Yes,Mailed Check,Fiber Optic,No,No,1,70.9,4374.25,0
CUST_0971,Female,0,No,No,52,Two-Year,Yes,Electronic Check,Fiber Optic,No,Yes,4,88.4,4773.36,0
CUST_0972,Male,0,No,No,3,Two-Year,Yes,Electronic Check,DSL,Yes,No,0,59.9,173.84,0
CUST_0973,Male,0,No,No,45,One-Year,No,Credit Card (automatic),Fiber Optic,Yes,No,3,82.88,3624.92,0
CUST_0974,Female,0,No,No,1,Two-Year,No,Electronic Check,No,No internet service,No internet service,2,18.5,20.0,0
CUST_0975,Female,0,No,No,58,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,No,1,58.91,3550.31,0
CUST_0976,Male,0,No,No,62,Two-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,No,0,83.75,5296.35,0
CUST_0977,Female,0,No,No,6,Month-to-Month,No,Credit Card (automatic),DSL,Yes,No,2,57.14,355.93,0
CUST_0978,Male,0,Yes,No,72,One-Year,Yes,Credit Card (automatic),DSL,No,Yes,1,56.68,4249.81,0
CUST_0979,Male,0,Yes,Yes,57,Two-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,0,55.21,3281.65,0
CUST_0980,Male,0,No,No,8,Month-to-Month,No,Mailed Check,Fiber Optic,No,Yes,1,87.15,696.2,1
CUST_0981,Male,0,No,No,16,Month-to-Month,No,Mailed Check,Fiber Optic,No,Yes,1,75.23,1200.82,0
CUST_0982,Male,0,No,No,17,Month-to-Month,Yes,Electronic Check,No,No internet service,No internet service,0,21.23,372.78,1
CUST_0983,Male,0,Yes,No,29,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,No,2,82.07,2340.03,1
CUST_0984,Male,0,No,No,19,One-Year,No,Bank Transfer (automatic),Fiber Optic,Yes,No,1,74.13,1341.17,1
CUST_0985,Male,0,No,No,46,Month-to-Month,Yes,Credit Card (automatic),DSL,Yes,No,0,55.49,2509.54,0
CUST_0986,Male,0,Yes,Yes,38,Two-Year,No,Electronic Check,Fiber Optic,No,No,0,65.92,2559.15,0
CUST_0987,Female,0,No,No,21,Month-to-Month,No,Mailed Check,No,No internet service,No internet service,2,18.5,373.88,0
CUST_0988,Male,0,No,No,72,One-Year,Yes,Bank Transfer (automatic),No,No internet service,No internet service,0,18.5,1369.93,0
CUST_0989,Male,0,Yes,No,41,One-Year,Yes,Credit Card (automatic),DSL,Yes,Yes,3,73.98,3128.87,0
CUST_0990,Female,0,No,No,68,Two-Year,Yes,Electronic Check,No,No internet service,No internet service,3,19.76,1290.06,0
CUST_0991,Female,0,No,No,26,Month-to-Month,Yes,Electronic Check,DSL,No,Yes,0,59.98,1496.76,0
CUST_0992,Male,0,Yes,No,54,One-Year,Yes,Credit Card (automatic),DSL,No,No,2,40.19,2104.89,1
CUST_0993,Female,0,Yes,Yes,35,Month-to-Month,Yes,Electronic Check,DSL,Yes,No,1,54.52,1880.8,0
CUST_0994,Female,0,No,No,4,One-Year,Yes,Bank Transfer (automatic),Fiber Optic,No,No,0,68.3,274.09,0
CUST_0995,Female,0,Yes,No,56,Month-to-Month,Yes,Bank Transfer (automatic),No,No internet service,No internet service,0,20.64,1154.17,0
CUST_0996,Male,0,Yes,Yes,26,One-Year,No,Mailed Check,No,No internet service,No internet service,0,22.13,595.7,0
CUST_0997,Female,1,Yes,No,62,Month-to-Month,No,Mailed Check,No,No internet service,No internet service,1,21.08,1260.2,0
CUST_0998,Male,0,No,Yes,32,Month-to-Month,No,Credit Card (automatic),DSL,No,No,1,41.77,1363.05,0
CUST_0999,Female,0,No,No,68,Month-to-Month,Yes,Electronic Check,Fiber Optic,Yes,Yes,1,96.96,6625.51,0
CUST_1000,Female,0,No,Yes,57,Month-to-Month,Yes,Electronic Check,Fiber Optic,No,No,0,67.56,3942.12,0
CUST_1001,Male,0,Yes,No,54,One-Year,Yes,Mailed Check,Fiber Optic,Yes,Yes,2,95.07,5052.64,0
CUST_1002,Female,0,No,No,28,Two-Year,Yes,Mailed Check,Fiber Optic,No,No,0,64.5,1800.83,0
CUST_1003,Male,0,Yes,Yes,38,Month-to-Month,No,Bank Transfer (automatic),Fiber Optic,Yes,No,1,80.98,2932.18,1
CUST_1004,Female,0,Yes,Yes,14,Month-to-Month,Yes,Credit Card (automatic),DSL,No,No,1,47.07,633.68,0
CUST_1005,Male,0,Yes,No,53,One-Year,No,Credit Card (automatic),DSL,Yes,Yes,5,69.41,3632.74,0
CUST_1006,Male,0,Yes,No,71,One-Year,Yes,Electronic Check,Fiber Optic,No,No,1,66.73,4728.95,0
CUST_1007,Male,0,No,No,33,Month-to-Month,Yes,Electronic Check,DSL,No,No,0,47.17,1492.13,0
CUST_1008,Female,0,No,No,44,Two-Year,No,Electronic Check,Fiber Optic,Yes,No,3,78.89,3583.97,0
CUST_1009,Male,0,Yes,Yes,17,Month-to-Month,Yes,Credit Card (automatic),DSL,No,No,1,38.01,674.99,0
CUST_1010,Male,0,No,No,34,One-Year,Yes,Mailed Check,No,No internet service,No internet service,1,24.13,828.33,0
CUST_1011,Male,0,No,No,43,One-Year,Yes,Mailed Check,DSL,No,No,0,40.99,1683.85,0
CUST_1012,Female,0,No,No,51,One-Year,No,Credit Card (automatic),Fiber Optic,No,No,0,73.16,3820.27,0
CUST_1013,Female,1,Yes,No,2,Month-to-Month,Yes,Mailed Check,DSL,No,Yes,2,56.05,108.93,0
CUST_1014,Male,0,No,No,8,Month-to-Month,Yes,Electronic Check,DSL,No,No,3,47.58,389.53,1
CUST_1015,Male,0,Yes,No,9,Month-to-Month,No,Mailed Check,DSL,No,No,0,41.86,374.27,0
CUST_1016,Male,0,No,Yes,5,Month-to-Month,No,Bank Transfer (automatic),No,No internet service,No internet service,0,23.42,111.87,0
CUST_1017,Male,0,Yes,Yes,58,One-Year,No,Bank Transfer (automatic),Fiber Optic,No,No,0,67.82,3846.53,0
CUST_1018,Male,0,No,No,71,Two-Year,Yes,Bank Transfer (automatic),Fiber Optic,Yes,No,1,80.9,5701.99,0
CUST_1019,Female,0,Yes,Yes,66,Month-to-Month,No,Electronic Check,Fiber Optic,No,No,0,61.38,4146.79,0
CUST_1020,Male,0,Yes,Yes,39,Two-Year,No,Electronic Check,DSL,No,No,3,38.52,1447.16,0
CUST_1021,Male,0,No,No,67,One-Year,Yes,Bank Transfer (automatic),DSL,No,Yes,2,60.03,3936.34,0
CUST_1022,Male,0,No,No,36,Two-Year,Yes,Credit Card (automatic),Fiber Optic,No,Yes,0,79.33,2736.94,0
CUST_1023,Female,0,No,No,36,One-Year,No,Electronic Check,Fiber Optic,Yes,No,1,74.15,2700.31,0
CUST_1024,Female,1,No,Yes,36,Month-to-Month,No,Electronic Check,DSL,No,No,2,42.5,1526.06,0
CUST_1025,Female,0,Yes,Yes,45,Two-Year,No,Bank Transfer (automatic),No,No internet service,No internet service,0,22.15,1039.51,0
CUST_1026,Male,0,No,No,9,Month-to-Month,No,Bank Transfer (automatic),Fiber Optic,Yes,No,0,77.21,711.61,1
CUST_1027,Male,0,Yes,No,20,One-Year,Yes,Electronic Check,Fiber Optic,No,Yes,1,86.14,1770.67,0
CUST_1028,Male,0,Yes,No,55,One-Year,Yes,Bank Transfer (automatic),DSL,Yes,No,1,54.8,2912.85,0
CUST_1029,Male,0,No,No,33,Month-to-Month,Yes,Credit Card (automatic),Fiber Optic,No,Yes,0,80.46,2593.21,0
CUST_1030,Female,0,No,No,22,Two-Year,Yes,Bank Transfer (automatic),DSL,No,No,1,41.9,923.01,0
CUST_1031,Female,0,No,No,13,One-Year,Yes,Mailed Check,DSL,Yes,No,0,49.48,611.95,0
CUST_1032,Female,0,No,No,25,One-Year,Yes,Credit Card (automatic),DSL,No,Yes,3,55.76,1445.6,0
CUST_1033,Female,0,No,No,58,Two-Year,No,Electronic Check,No,No internet service,No internet service,0,19.61,1168.97,0
CUST_1034,Male,0,Yes,No,64,One-Year,Yes,Mailed Check,Fiber Optic,No,No,1,71.43,4369.43,0
